Mean nominal monthly earnings of employees by sex and economic activity (local currency),,,,,,,,,,,,
Reference area,Source,Sex,Time,Total,Agriculture,Manufacturing,Construction,"Mining and quarrying; Electricity, gas and water supply","Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Public Administration, Community, Social and other Services and Activities",Not classified,
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Female,2020Q4,2220.55,1226.16,2267.95,2708.96,4336.39,2010.33,2338.21,2051.86,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Total,2021Q1,2689.64,1421.83,2713.23,1850.94,4367.40,2436.06,3161.66,2424.30,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Male,2021Q1,2901.47,1419.63,2881.31,1778.84,4253.16,2562.28,4390.75,2765.27,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Female,2021Q1,2427.42,1441.31,2275.10,2862.55,5046.06,2249.61,2553.90,1878.24,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Total,2021Q2,2378.62,1306.94,2427.99,1744.55,3329.99,2184.84,2773.02,1600.29,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Male,2021Q2,2569.69,1313.46,2558.76,1683.69,3252.38,2321.87,3836.30,1648.57,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Female,2021Q2,2144.18,1252.75,2099.17,2666.43,3843.55,1984.16,2256.17,1561.41,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Total,2021Q3,2319.68,1313.45,2404.37,1775.96,3436.41,2150.12,2663.45,2001.11,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Male,2021Q3,2480.88,1330.61,2505.46,1723.59,3375.82,2278.75,3638.17,2033.78,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Female,2021Q3,2124.14,1176.42,2158.95,2512.05,3734.06,1960.28,2225.41,1959.85,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Total,2021Q4,2370.66,1386.39,2450.66,1883.97,3390.94,2234.56,2665.16,2129.86,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Male,2021Q4,2564.57,1390.86,2593.43,1828.86,3376.66,2373.48,3681.53,2571.89,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Female,2021Q4,2141.27,1353.12,2112.93,2714.94,3464.59,2037.96,2213.04,1710.82,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Total,2022Q1,2771.32,1603.90,2830.81,2114.10,4255.33,2621.87,3112.96,2207.38,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Male,2022Q1,3014.72,1598.97,3000.86,2060.71,4138.83,2825.27,4317.33,2335.37,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Female,2022Q1,2484.02,1640.88,2432.93,2975.58,4765.31,2330.83,2580.40,1861.03,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Total,2022Q2,2427.58,1506.83,2523.53,1921.08,3417.83,2329.08,2663.00,2040.03,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Male,2022Q2,2632.97,1517.42,2675.47,1880.94,3385.40,2495.43,3603.33,2211.62,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Female,2022Q2,2187.25,1432.57,2175.39,2534.05,3559.95,2090.79,2250.80,1819.49,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Total,2022Q3,2471.65,1541.18,2535.72,2001.57,3510.53,2359.92,2729.45,3698.71,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Male,2022Q3,2664.63,1554.22,2680.51,1954.82,3534.79,2528.38,3620.76,2182.33,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Brazil,HS - Pesquisa Nacional por Amostra de Domicílios Contínua,Female,2022Q3,2246.73,1449.94,2200.27,2775.63,3409.44,2121.36,2336.64,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Real 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly: average based on 3 monthly data points"
Canada,LFS - Labour Force Survey,Total,2019Q3,4445.97,3285.33,4718.72,5289.53,7444.81,4223.56,4275.98,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2019Q3,4947.72,3668.67,4984.22,5444.30,7632.95,4724.36,4691.00,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2019Q3,3920.39,2721.51,4042.42,4295.88,6695.06,3639.71,4062.44,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Total,2019Q4,4447.74,3539.82,4778.55,5413.66,7518.15,4224.28,4245.24,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2019Q4,4997.73,3883.79,5083.03,5584.87,7727.59,4730.27,4751.29,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2019Q4,3889.67,2914.54,4010.08,4348.24,6709.97,3639.55,3996.11,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Total,2020Q1,4552.05,3413.92,4839.14,5430.98,7728.23,4325.39,4383.67,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2020Q1,5093.59,3775.11,5126.96,5622.68,8031.52,4829.45,4901.80,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2020Q1,3998.36,2773.60,4142.94,4325.08,6644.98,3727.61,4125.12,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Total,2020Q2,4857.47,3300.51,5016.91,5449.84,7660.30,4603.15,4823.09,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2020Q2,5364.68,3641.16,5245.05,5631.35,7921.00,5081.77,5470.63,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2020Q2,4320.17,2768.36,4416.01,4404.59,6750.25,4009.61,4497.73,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Total,2020Q3,4719.82,3329.96,4936.61,5411.12,7592.32,4508.56,4588.73,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2020Q3,5239.01,3793.66,5187.73,5600.76,7842.53,4999.39,5157.59,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2020Q3,4162.54,2616.19,4274.74,4304.10,6721.76,3916.73,4289.45,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Total,2020Q4,4687.52,3342.45,4890.33,5434.42,7665.56,4453.52,4569.82,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2020Q4,5212.73,3694.31,5115.45,5618.31,7849.22,4983.24,5116.42,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2020Q4,4142.07,2743.18,4299.88,4333.68,7048.87,3834.51,4295.89,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Total,2021Q1,4737.53,3289.87,4864.62,5536.09,7822.12,4509.61,4628.75,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2021Q1,5260.87,3430.53,5118.84,5711.09,8132.09,5025.94,5179.69,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2021Q1,4196.17,3026.77,4218.21,4613.44,6812.39,3891.37,4352.17,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Total,2021Q2,4746.21,3405.73,4891.09,5538.09,7825.17,4505.43,4645.30,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2021Q2,5270.69,3702.02,5180.45,5706.50,8109.53,5017.50,5176.82,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2021Q2,4197.35,2850.47,4182.04,4513.42,6786.12,3897.19,4372.14,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Total,2021Q3,4759.04,3508.93,4943.65,5434.72,7819.91,4567.29,4612.13,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2021Q3,5272.59,3855.69,5245.75,5693.47,7932.30,5093.00,5036.19,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2021Q3,4217.14,2979.08,4173.83,3986.29,7383.43,3946.83,4387.10,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Total,2021Q4,4802.20,3501.43,5009.86,5593.76,8084.07,4609.48,4629.58,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Male,2021Q4,5352.34,3921.09,5294.09,5838.45,8218.53,5144.93,5141.04,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
Canada,LFS - Labour Force Survey,Female,2021Q4,4237.10,2845.96,4310.52,4262.80,7572.30,3969.81,4374.11,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Canadian Dollar 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Monthly"
